names,D,std_grain,rho,std
87,513.3428521073233,0.0006328050452482475,3.0836320022131212e+16,1.1130059524498982e+16
88,511.49310869427984,0.000635492195899469,3.0240729504840644e+16,1.0921939401474274e+16
89,514.37396056485,0.0006051081248702688,3.160952127602576e+16,1.093169153122083e+16
90,508.73476562696595,0.0006605040459119151,2.977269837887124e+16,1.111584769713254e+16
91,515.00096341579,0.0006282506788451322,3.0453150344976316e+16,1.0947897562817432e+16
92,506.70099665857856,0.0006733615591187791,3.0491648318716852e+16,1.1559484605669776e+16
93,508.85767705087864,0.000643360328940426,3.0748430652753716e+16,1.1184872928358846e+16
94,512.1840825085596,0.0006391924587285892,2.94510911100652e+16,1.0713135545718586e+16
95,512.7794347880993,0.0006694806560502369,2.876369073787802e+16,1.0971619395742052e+16
96,509.44690097853146,0.0006523379389496037,3.010868962826133e+16,1.1117852481501092e+16
97,505.8730048844197,0.0006482178335938123,3.165598706539988e+16,1.1533890659329394e+16
98,505.49235678348435,0.0006650409993282359,3.1169264959902184e+16,1.1642521931965996e+16
99,510.0381078899641,0.0006596332686826116,3.0790467677815476e+16,1.1510096194230788e+16
100,516.0793026189925,0.0006122424920509708,3.044729174368306e+16,1.0689221321273572e+16
101,506.0945853227812,0.0006596292050194349,3.190783405438713e+16,1.1835493789148686e+16
102,517.4623652803634,0.0005931507791857229,3.1290849034732796e+16,1.0671333985083508e+16
103,502.6973754105864,0.0006793788456966619,3.0412481216887464e+16,1.154058919331067e+16
104,511.11591338008145,0.0006261393608253219,3.113329893667252e+16,1.107064795726716e+16
105,505.98113762672756,0.0006559692020090647,3.1258766226927296e+16,1.1527817697216378e+16
106,509.9979693213486,0.0006511152613178128,3.0577622048001136e+16,1.1282037021024804e+16
107,505.9765419015066,0.0006666365552519433,3.177504486380948e+16,1.1908667516913348e+16
108,510.70681612834704,0.00064951811902748,3.0028885702247776e+16,1.1067757433427604e+16
109,503.6376287685393,0.000677084450344503,3.0866751498337692e+16,1.1695247761751202e+16
110,512.559591737816,0.0006295845507546121,2.9862140786974164e+16,1.070722321781734e+16
111,509.1818519997298,0.0006252581485074547,3.205390457604686e+16,1.1338894300549468e+16
112,509.2084697659053,0.0006348663962250079,3.097174379911053e+16,1.1125027870895412e+16
113,508.0754166877534,0.0006381428644914371,3.188563864531573e+16,1.1486790756590804e+16
114,505.4494794714397,0.0006571070079640439,3.208666116281351e+16,1.1841204219034776e+16
115,509.57172223392894,0.0006344817034052549,3.077289046535906e+16,1.105478254118385e+16
116,500.54002997094966,0.0006935438574494913,3.098870165819353e+16,1.1952909088459952e+16
117,506.3015244841003,0.00065154465095367,3.099639208401324e+16,1.1361143754639978e+16
118,510.07434042169865,0.0006251558260974674,3.1505132980855096e+16,1.1162476747037574e+16
119,510.8604935765372,0.000627194675299561,3.13788935034976e+16,1.117119922740795e+16
120,513.5474729429022,0.0005940738315846501,3.258696332374788e+16,1.1046441612839838e+16
121,509.9256083580549,0.0006246573507595332,3.1841917358434212e+16,1.1269518973722482e+16
122,506.1573993465098,0.0006744362115639158,2.998749939256195e+16,1.1374287803068426e+16
123,508.2347702450977,0.0006729902281755595,2.8565001150425324e+16,1.0855875855029682e+16
124,508.39404517938993,0.0006734590117605153,2.9007372172589644e+16,1.1035131210612608e+16
125,511.6594117972908,0.0006111950032355922,3.2526663687110384e+16,1.130206425704028e+16
126,507.8138040646487,0.0006374656166586896,3.1505474701945716e+16,1.1331953543442392e+16
127,511.7770202848004,0.0006396156581811234,2.9980726868469692e+16,1.0904343324208354e+16
128,517.5928159941689,0.0005845208717313163,3.1610661504694028e+16,1.0626233087556404e+16
129,517.2478129709243,0.0005828398528466319,3.2372114419151896e+16,1.0843674189262184e+16
130,516.4498271888183,0.0005973845970246585,3.1278783507548212e+16,1.0722338206384248e+16
131,515.3146663582396,0.000612642425363965,3.1436943099741668e+16,1.1027507732349586e+16
132,513.0302141988973,0.0006234069720580907,3.171368421364434e+16,1.1269866876698294e+16
133,503.80370748667906,0.0006722050076991188,3.0890010966573148e+16,1.1623546455380974e+16
134,505.4606484431071,0.0006707309259687645,3.078883765887523e+16,1.159808976329955e+16
135,515.2585558550878,0.0006017553094492105,3.0959920676602692e+16,1.0666021939583654e+16
136,507.42866618847546,0.0007264902641020038,2.6983809836120664e+16,1.1052628044519698e+16
137,508.0718576288109,0.0006459578256596268,3.0920242768360464e+16,1.1275341112106052e+16
138,507.85144222351323,0.0006411512658559246,3.2861808807889896e+16,1.1889022509437488e+16
139,503.95567793791616,0.0006500786275021103,3.1913868302330996e+16,1.161703157581847e+16
140,516.7930614988409,0.000599204675542323,3.020876663945009e+16,1.0393991384113268e+16
141,506.3766576870926,0.0006588082160509989,2.9656253446841388e+16,1.099275274546698e+16
142,507.44691356923033,0.0006370142236204825,3.3317061107022372e+16,1.1966411160040538e+16
143,512.4695328493053,0.0006092899692198331,3.1694703640819316e+16,1.099603884024896e+16
144,512.4762399212561,0.0006302733236016771,3.021852591358971e+16,1.0845096647399906e+16
145,510.92018891742686,0.000612840631367586,3.160173980865834e+16,1.0994338369541046e+16
146,511.33916193504945,0.0006252092173399214,3.3148970521114644e+16,1.1775028404390506e+16
147,508.6501617808991,0.0006237548083989473,3.222959111535996e+16,1.136175394759616e+16
148,508.29883659120094,0.0006498156645900093,2.990588622968519e+16,1.097547839949437e+16
149,507.16964531174955,0.000647784442271074,3.075033379786777e+16,1.1225122548822254e+16
150,510.89593714486597,0.000602464055461844,3.360631683171779e+16,1.149322735800263e+16
151,508.012442503986,0.0006390680486678319,3.101799843103485e+16,1.1189037113582618e+16
152,503.94828166073984,0.0006539540107990328,3.1520833811993388e+16,1.1542193856786584e+16
153,513.0834370320335,0.0006080814594164687,3.2332401196055828e+16,1.1208440915900872e+16
154,504.5258619340125,0.0006628093771432657,3.0674859986527104e+16,1.1397567074118134e+16
155,504.90212933845237,0.0006494792765716378,3.2689939120520096e+16,1.1910886956394674e+16
156,507.83485423840705,0.0006229889196566415,3.1570624767990636e+16,1.1097968658188894e+16
157,503.2869244900717,0.0006553670429821025,3.257585980035647e+16,1.1938606091362464e+16
158,505.64565514883367,0.0006519316440069195,3.1742682658373836e+16,1.1626512408573776e+16
159,504.4331184317444,0.0006592539236036676,3.0757260436707452e+16,1.1364791071924342e+16
160,506.42484739325687,0.0006246096963827735,3.2312905458945348e+16,1.1356832704233662e+16
161,514.7814692587144,0.0005875369249427915,3.2829884851319076e+16,1.1032779056271272e+16
162,503.1491370943663,0.0006441665626435532,3.2444170763469284e+16,1.1683933569309422e+16
163,507.4408855753641,0.0006288287801116698,3.1931913654755456e+16,1.1321404391240304e+16
164,500.4686550964979,0.0006957303848126251,3.0173585986737668e+16,1.1673531801791606e+16
165,502.9051541955696,0.0006640811667119341,3.1256146085809704e+16,1.1598455728380778e+16
166,504.81328225786655,0.0006372398062807601,3.154140779104366e+16,1.1273849528979194e+16
167,514.9124097100283,0.0006035250482947519,3.1642613693310316e+16,1.0925932118529178e+16
168,502.6123118424173,0.0006478410533233194,3.209279661060909e+16,1.1610920263411292e+16
169,507.3101864649047,0.0006205332876024208,3.1676909271402816e+16,1.1079979518017834e+16
170,498.9665244990991,0.0006941928703619277,3.0385673496258324e+16,1.16943992412713e+16
171,508.2499267395888,0.0006433623990611789,2.977642902028629e+16,1.0818401709681246e+16
172,499.52580900681653,0.0006983299391602246,2.9799584082766524e+16,1.1550114425352908e+16
173,501.443346112752,0.0006629185096939047,3.0346582035499696e+16,1.1208546345754422e+16
174,504.0781179132294,0.0006589179359316851,2.998506189568652e+16,1.1066024174253382e+16
175,502.9507448942851,0.0006713829510849085,2.9781482319280484e+16,1.1173765818983328e+16
176,504.00670265113905,0.0006493177737528391,3.1927153568275496e+16,1.160944062610619e+16
177,501.93433278979813,0.0006635468266152434,3.072055840414284e+16,1.1368549981541168e+16
178,505.3646640387813,0.0006472474900668846,3.2402768300626336e+16,1.1776462484444966e+16
179,503.6501760783179,0.000642909742677198,3.1539469625945896e+16,1.1347256543268788e+16
180,513.0062711425868,0.000600919755849141,3.3136645095948076e+16,1.135024361679218e+16
181,507.3955908652906,0.000631399630372533,3.3954885219995736e+16,1.208678423929612e+16
182,507.46140316766133,0.0006498329932429295,2.931578205992271e+16,1.0741470707804618e+16
183,513.2874587998402,0.0005891703067300281,3.1025729546686664e+16,1.0425118426631186e+16
184,514.0959897847079,0.0005893069741560331,3.1324824488722708e+16,1.0544644287371766e+16
185,500.90857078854634,0.0006707562237711931,3.1847766598945868e+16,1.1889391998397088e+16
186,499.179607922703,0.0006712382245572201,3.173696960668715e+16,1.1815618553680738e+16
187,508.7116032186263,0.0006150611935553199,3.1794966719388556e+16,1.1053653219006578e+16
188,500.52142061064046,0.000664077214856801,3.125351009191661e+16,1.1542437688251582e+16
189,501.3832754790991,0.0006660054355079215,3.2369680591046624e+16,1.201001421391381e+16
190,499.9626696911811,0.0006728074841014656,3.04606178049802e+16,1.1384778625010902e+16
191,502.039345245848,0.0006657246162345013,3.2413909597415028e+16,1.2037083621652636e+16
192,504.4976917284671,0.0006445668443306177,3.150922016130823e+16,1.1384718351718576e+16
193,500.9062774480254,0.0006846230531283045,3.084006517190309e+16,1.175116085206233e+16
194,501.64427294990213,0.0006465325853443472,3.103981545596497e+16,1.1185693057573568e+16
195,498.01391684526055,0.0007612215041388152,2.8107768154762356e+16,1.1839582299331466e+16
196,498.9346779629686,0.0006727530187436739,3.2079763645831604e+16,1.1964319327156312e+16
197,499.9239390640667,0.0006720650477802597,3.0739369996705756e+16,1.1475396389833668e+16
198,501.90351376915817,0.0006592932062969638,3.0511964041430744e+16,1.1218285571038418e+16
199,503.0994968764111,0.0006438739521298226,3.171470707937972e+16,1.1414921631934234e+16
200,500.9770232034902,0.0006604391754245855,3.1527701223475544e+16,1.1590453558567328e+16
201,505.4737668853007,0.0006307542815521128,3.346962297838387e+16,1.1856790312925948e+16
202,500.7353873682974,0.0006959536645636638,3.020420985166204e+16,1.1695359606069238e+16
203,501.97782366284287,0.0006671212791421708,3.2078918231020144e+16,1.193621217163282e+16
204,501.6045929926273,0.0006505540273364536,3.3068697356998612e+16,1.1990007433228862e+16
205,497.58548499928645,0.0006930854291934291,3.352774123903434e+16,1.2847429951364026e+16
206,496.888677001894,0.0006767725756465298,3.2855228995280628e+16,1.227619677435759e+16
207,503.3746004041771,0.0006731542569977526,3.301505450179787e+16,1.2430122353746154e+16
208,498.5584290029963,0.0007225155111043297,2.9120835978951132e+16,1.1655329803538622e+16
209,499.4243202215041,0.0006574835590724638,3.1700851938672124e+16,1.1565995230003276e+16
210,500.00123759793655,0.0006725510028936939,3.1426808309324948e+16,1.1742324312360942e+16
211,510.50799827776314,0.0006161831808847539,3.1672511004921732e+16,1.107012122645818e+16
212,513.2559339758643,0.0006202026126756567,3.1771888379075056e+16,1.1237458198477588e+16
213,497.46910541670684,0.0006745336915175542,3.317969037198843e+16,1.2370851134845162e+16
214,495.596646539406,0.0007217866196789927,2.990134920762518e+16,1.188462441768712e+16
215,499.75018861611255,0.0006658608330621366,3.2393572243443452e+16,1.1977130183961208e+16
216,509.3407995935492,0.0006157222390259129,3.3369540355935028e+16,1.162789284270936e+16
217,500.8873555497503,0.0008090018545950688,2.8268373965050748e+16,1.2727640626978088e+16
218,500.2692800276667,0.000674644732909371,3.332154524080136e+16,1.249572884975044e+16
219,497.4507918005587,0.0006945594161935121,3.254578775083513e+16,1.2494296512234452e+16
220,498.6700711526433,0.0006948082092688441,3.371735562490327e+16,1.2980434857130296e+16
221,497.1453067906099,0.0007013045064062841,3.3074909012997316e+16,1.2812861219290318e+16
222,500.44486153090986,0.0006650383126508755,3.288040035788867e+16,1.2158989613155812e+16
223,496.264048242258,0.0007207805623291919,2.9643962926346776e+16,1.1781745365254536e+16
224,506.0405122118791,0.0006453753985442441,3.380687366806561e+16,1.2267616590465576e+16
225,496.448353797125,0.0007053635942581193,3.2284560984867936e+16,1.2561441825709926e+16
226,495.9141106245806,0.0007042848926853176,3.306006718092684e+16,1.2829686985470146e+16
227,502.86464573477895,0.0006629907225364184,3.3075603664884268e+16,1.2252474980081468e+16
228,495.9987121201626,0.0007054993181089314,3.387668644802625e+16,1.3171509885977218e+16
229,500.8194951072852,0.000648519890790919,3.24606302981214e+16,1.171437077567954e+16
230,501.081624064898,0.0006664556697861951,3.3316737991684396e+16,1.2362312207626662e+16
231,495.90929580865645,0.0007013441187112055,3.3885470354434076e+16,1.3094967278776438e+16
232,493.30014532183196,0.0007342034626368694,3.3935853923751268e+16,1.3656642606911568e+16
233,500.50738336362434,0.00069048868602705,3.105350263414041e+16,1.1924361640079522e+16
234,505.7854695832593,0.0006355823017260228,3.2067230797872588e+16,1.1453997715354092e+16
235,498.4659320252543,0.0010257866985763303,3.0466570077847136e+16,1.7309064628671108e+16
236,498.47744584577976,0.00241719065825984,2.2481616310966148e+16,3.0098263655024304e+16
237,452.68191558916345,0.0011567379228875733,3.4898367353772396e+16,2.030442612594846e+16
238,457.62375312628905,0.001376354354951661,2.6105414834634276e+16,1.826951041728119e+16
239,323.4188450510613,0.004433155128398511,1.1367260944459748e+16,1.8108879166622756e+16
240,396.3475572133438,0.0034413501336675975,9604304702418890.0,1.4555544878227814e+16
241,458.45380843528693,0.001556312187295364,2.130890040798086e+16,1.689315758711409e+16
242,494.0281933516168,0.001278265934218952,2.0801949485007268e+16,1.4596020920909214e+16
243,500.3287011781131,0.001279253981314841,2.0193956002347692e+16,1.4361211900076692e+16
244,496.7092238419858,0.0013704555738448926,1.9402655056863956e+16,1.4675261197832586e+16
245,515.7827403843761,0.0012213810841725816,1.9891331207477764e+16,1.3923208743366218e+16
246,536.468971699787,0.0011059270585025323,1.927452219198928e+16,1.2706098089486612e+16
247,534.3749321376382,0.0011572753807410155,1.869335162440962e+16,1.2844803267251406e+16
248,538.204063558922,0.0011633181674400367,1.8260812349640096e+16,1.2703490499756922e+16
249,549.4607938237593,0.0010531604055248824,1.943391159923267e+16,1.249536497164767e+16
