Image;Time(s);Temperature(oC);Change_in_Length(micrometer);Force(N)
Gio_52100mod3_300_2h_1_1-00314;1569.45459;960.040344;151.660217;-0.005859
Gio_52100mod3_300_2h_1_1-00315;1574.453491;960.061768;151.654816;-0.005859
Gio_52100mod3_300_2h_1_1-00316;1579.454224;959.968567;151.649445;-0.005859
Gio_52100mod3_300_2h_1_1-00317;1584.453491;959.923218;151.595596;-0.005859
Gio_52100mod3_300_2h_1_1-00318;1589.953308;960.0915219999999;151.596939;-0.005859
Gio_52100mod3_300_2h_1_1-00319;1594.9535525000001;960.0572205;151.548462;-0.005859
Gio_52100mod3_300_2h_1_1-00320;1599.9533689999998;959.9868775;151.53500400000001;-0.005859
Gio_52100mod3_300_2h_1_1-00321;1605.452637;960.05957;151.506729;-0.005859
Gio_52100mod3_300_2h_1_1-00322;1610.453613;959.93103;151.522903;-0.005859
Gio_52100mod3_300_2h_1_1-00323;1615.454468;959.953735;151.506729;-0.005859
Gio_52100mod3_300_2h_1_1-00324;1620.453125;959.870483;151.431335;-0.005859
Gio_52100mod3_300_2h_1_1-00325;1625.9539795;960.0089415;151.45825200000002;-0.005859
Gio_52100mod3_300_2h_1_1-00326;1630.9538575;960.001892;151.428642;-0.005859
Gio_52100mod3_300_2h_1_1-00327;1635.9538575000001;959.9513549999999;151.38690150000002;-0.005859
Gio_52100mod3_300_2h_1_1-00328;1641.454346;960.00708;151.347855;-0.005859
Gio_52100mod3_300_2h_1_1-00329;1646.453247;960.03302;151.423248;-0.005859
Gio_52100mod3_300_2h_1_1-00330;1651.45459;960.157288;151.393631;-0.005859
Gio_52100mod3_300_2h_1_1-00331;1656.453491;959.838135;151.350555;-0.005859
Gio_52100mod3_300_2h_1_1-00332;1661.9537965;959.9891359999999;151.3330535;-0.005859
Gio_52100mod3_300_2h_1_1-00333;1666.9536134999998;959.9569705;151.31420150000002;-0.005859
Gio_52100mod3_300_2h_1_1-00334;1671.9536135;959.9812314999999;151.291313;-0.005859
Gio_52100mod3_300_2h_1_1-00335;1676.9541015;959.9323425;151.27110299999998;-0.005859
Gio_52100mod3_300_2h_1_1-00336;1682.45459;960.019592;151.242844;-0.005859
Gio_52100mod3_300_2h_1_1-00337;1687.453857;960.005432;151.22937;-0.005859
Gio_52100mod3_300_2h_1_1-00338;1692.452759;960.091492;151.207825;-0.005859
Gio_52100mod3_300_2h_1_1-00339;1697.9541625;959.8945920000001;151.1795505;-0.005859
Gio_52100mod3_300_2h_1_1-00340;1702.9541015;960.0193174999999;151.1889875;-0.005859
Gio_52100mod3_300_2h_1_1-00341;1707.953064;960.0751035000001;151.1539765;-0.005859
Gio_52100mod3_300_2h_1_1-00342;1713.453613;960.059326;151.143204;-0.005859
Gio_52100mod3_300_2h_1_1-00343;1718.452759;959.946167;151.092041;-0.005859
Gio_52100mod3_300_2h_1_1-00344;1723.454102;960.06604;151.137833;-0.005859
Gio_52100mod3_300_2h_1_1-00345;1728.453247;959.981323;151.097427;-0.005859
Gio_52100mod3_300_2h_1_1-00346;1733.9539795;960.047943;151.0543365;-0.005859
Gio_52100mod3_300_2h_1_1-00347;1738.9537965;960.0608215;151.028755;-0.005859
Gio_52100mod3_300_2h_1_1-00348;1743.9540405;960.036377;151.0085675;-0.005859
Gio_52100mod3_300_2h_1_1-00349;1749.452759;960.03894;151.00589;-0.005859
Gio_52100mod3_300_2h_1_1-00350;1754.453735;960.013672;150.997787;-0.005859
Gio_52100mod3_300_2h_1_1-00351;1759.452637;959.992554;150.981644;-0.005859
Gio_52100mod3_300_2h_1_1-00352;1763.9537965;959.898987;150.964134;-0.005859
Gio_52100mod3_300_2h_1_1-00353;1768.9538575;959.9057925;150.9560545;-0.005859
Gio_52100mod3_300_2h_1_1-00354;1773.9539795;960.0907595000001;150.92778;-0.005859
Gio_52100mod3_300_2h_1_1-00355;1778.9537355;959.983551;150.88469700000002;-0.005859
Gio_52100mod3_300_2h_1_1-00356;1784.453491;960.032898;150.849686;-0.005859
Gio_52100mod3_300_2h_1_1-00357;1789.454468;959.957214;150.86853;-0.005859
Gio_52100mod3_300_2h_1_1-00358;1794.453369;959.970032;150.82547;-0.005859
Gio_52100mod3_300_2h_1_1-00359;1799.454468;959.995789;150.849686;-0.005859
Gio_52100mod3_300_2h_1_1-00360;1804.9537355;960.0061645000001;150.791786;-0.005859
Gio_52100mod3_300_2h_1_1-00361;1809.9536134999998;960.025024;150.79045100000002;-0.005859
Gio_52100mod3_300_2h_1_1-00362;1814.9539184999999;959.9858704999999;150.7891005;-0.005859
Gio_52100mod3_300_2h_1_1-00363;1820.453369;960.038208;150.744675;-0.005859
Gio_52100mod3_300_2h_1_1-00364;1825.454468;960.083191;150.763519;-0.005859
Gio_52100mod3_300_2h_1_1-00365;1830.453613;960.063721;150.752747;-0.005859
Gio_52100mod3_300_2h_1_1-00366;1835.454712;959.965088;150.715057;-0.005859
Gio_52100mod3_300_2h_1_1-00367;1840.953125;959.9884950000001;150.7177505;-0.005859
Gio_52100mod3_300_2h_1_1-00368;1845.953491;959.980133;150.6558075;-0.005859
Gio_52100mod3_300_2h_1_1-00369;1850.9539184999999;960.032654;150.6625365;-0.005859
Gio_52100mod3_300_2h_1_1-00370;1856.453247;959.933777;150.636963;-0.005859
Gio_52100mod3_300_2h_1_1-00371;1861.454224;959.964111;150.564255;-0.005859
Gio_52100mod3_300_2h_1_1-00372;1866.453247;960.0401;150.575027;-0.005859
Gio_52100mod3_300_2h_1_1-00373;1871.9538575;960.0070495;150.5777205;-0.005859
Gio_52100mod3_300_2h_1_1-00374;1876.9539184999999;960.0366819999999;150.5602185;-0.005859
Gio_52100mod3_300_2h_1_1-00375;1881.9538575;959.9890745;150.5400085;-0.005859
Gio_52100mod3_300_2h_1_1-00376;1887.454468;959.915955;150.491562;-0.005859
Gio_52100mod3_300_2h_1_1-00377;1892.453491;960.073364;150.513107;-0.005859
Gio_52100mod3_300_2h_1_1-00378;1897.45459;960.074219;150.499634;-0.005859
Gio_52100mod3_300_2h_1_1-00379;1902.9540405;959.9331665;150.471359;-0.005859
Gio_52100mod3_300_2h_1_1-00380;1907.9541015;959.9217835;150.4726945;-0.005859
Gio_52100mod3_300_2h_1_1-00381;1912.9539184999999;960.020996;150.44577800000002;-0.005859
Gio_52100mod3_300_2h_1_1-00382;1918.453247;960.141663;150.394608;-0.005859
Gio_52100mod3_300_2h_1_1-00383;1923.454346;959.998718;150.408081;-0.005859
Gio_52100mod3_300_2h_1_1-00384;1928.453247;960.055359;150.348831;-0.005859
Gio_52100mod3_300_2h_1_1-00385;1933.454468;959.911865;150.362305;-0.005859
Gio_52100mod3_300_2h_1_1-00386;1938.9541015;960.0382385;150.355568;-0.005859
Gio_52100mod3_300_2h_1_1-00387;1943.95343;959.9608455;150.3447955;-0.005859
Gio_52100mod3_300_2h_1_1-00388;1948.95343;959.9838864999999;150.3030625;-0.005859
Gio_52100mod3_300_2h_1_1-00389;1954.703491;924.230164;143.509171;-0.005859
Gio_52100mod3_300_2h_1_1-00390;1959.8467405000001;770.0661315;104.6388515;-0.005859
Gio_52100mod3_300_2h_1_1-00391;1964.988037;616.430908;68.735977;-0.005859
Gio_52100mod3_300_2h_1_1-00392;1970.123779;463.020294;33.016212;-0.005859
Gio_52100mod3_300_2h_1_1-00393;1975.247864;311.58049;-2.5083275;-0.005859
Gio_52100mod3_300_2h_1_1-00394;1980.373169;173.956787;-34.796139;-0.005859
Gio_52100mod3_300_2h_1_1-00395;1984.482361;100.1495285;-50.907061;-0.005859
Gio_52100mod3_300_2h_1_1-00396;1990.408386;92.17836750000001;-53.416733;-0.005859
Gio_52100mod3_300_2h_1_1-00397;1995.4086305;86.438591;-53.734482;-0.005859
Gio_52100mod3_300_2h_1_1-00398;2000.657715;81.587959;-53.731789;-0.005859
Gio_52100mod3_300_2h_1_1-00399;2005.9088135000002;77.91962050000001;-53.034357;-0.005859
Gio_52100mod3_300_2h_1_1-00400;2010.9083255;74.9264335;-52.440599500000005;-0.005859
Gio_52100mod3_300_2h_1_1-00401;2015.9105835;71.8804895;-51.193842000000004;-0.005859
Gio_52100mod3_300_2h_1_1-00402;2021.4104005;69.048542;-49.708771;-0.005859
Gio_52100mod3_300_2h_1_1-00403;2026.4103395;66.676163;-48.529331;-0.005859
Gio_52100mod3_300_2h_1_1-00404;2031.411377;64.25801100000001;-47.360664;-0.005859
Gio_52100mod3_300_2h_1_1-00405;2036.9106445;61.6783485;-45.9792675;-0.005859
Gio_52100mod3_300_2h_1_1-00406;2041.9105224999998;59.259449000000004;-44.7823255;-0.005859
Gio_52100mod3_300_2h_1_1-00407;2047.160278;56.890461;-43.757721;-0.005859
Gio_52100mod3_300_2h_1_1-00408;2052.311157;100.866535;-36.2529335;-0.005859
Gio_52100mod3_300_2h_1_1-00409;2057.4105225000003;152.254013;-27.9968625;-0.005859
Gio_52100mod3_300_2h_1_1-00410;2062.6105955;204.4680705;-20.230877;-0.005859
Gio_52100mod3_300_2h_1_1-00411;2067.7108154999996;255.40814949999998;-11.9424925;-0.005859
Gio_52100mod3_300_2h_1_1-00412;2072.910156;307.419556;-1.8768694999999997;-0.005859
Gio_52100mod3_300_2h_1_1-00413;2078.060059;358.996094;8.748851;-0.005859
Gio_52100mod3_300_2h_1_1-00414;2083.211426;410.40405250000003;19.5428725;-0.005859
Gio_52100mod3_300_2h_1_1-00415;2088.310669;461.2750245;29.8670015;-0.005859
Gio_52100mod3_300_2h_1_1-00416;2093.5101320000003;513.2763064999999;37.610098;-0.005859
Gio_52100mod3_300_2h_1_1-00417;2098.609985;564.3632815;42.725040500000006;-0.005859
Gio_52100mod3_300_2h_1_1-00418;2103.711304;615.4884950000001;51.3082845;-0.005859
Gio_52100mod3_300_2h_1_1-00419;2108.9108889999998;667.4343875;60.419315499999996;-0.005859
Gio_52100mod3_300_2h_1_1-00420;2113.661499;701.7535399999999;66.075512;-0.005859
Gio_52100mod3_300_2h_1_1-00421;2118.6618655;700.3543090000001;64.793743;-0.005859
Gio_52100mod3_300_2h_1_1-00422;2123.6618655;699.974213;64.34808699999999;-0.005859
Gio_52100mod3_300_2h_1_1-00423;2129.161865;699.823303;64.125931;-0.005859
Gio_52100mod3_300_2h_1_1-00424;2134.160889;700.102112;64.012833;-0.005859
Gio_52100mod3_300_2h_1_1-00425;2139.162109;699.9646;63.983215;-0.005859
Gio_52100mod3_300_2h_1_1-00426;2144.161133;700.064819;63.958977;-0.005859
Gio_52100mod3_300_2h_1_1-00427;2149.6618655;699.980194;64.0168725;-0.005859
Gio_52100mod3_300_2h_1_1-00428;2154.6618655;700.088165;64.034378;-0.005859
Gio_52100mod3_300_2h_1_1-00429;2159.6613770000004;700.0417175;64.1286275;-0.005859
Gio_52100mod3_300_2h_1_1-00430;2165.160889;700.05304;64.204025;-0.005859
Gio_52100mod3_300_2h_1_1-00431;2170.162109;700.149719;64.274033;-0.005859
Gio_52100mod3_300_2h_1_1-00432;2175.161133;699.901672;64.330582;-0.005859
Gio_52100mod3_300_2h_1_1-00433;2180.161865;699.91571;64.392517;-0.005859
Gio_52100mod3_300_2h_1_1-00434;2185.6613770000004;699.9902345;64.5042685;-0.005859
Gio_52100mod3_300_2h_1_1-00435;2190.6617435;700.068634;64.66314299999999;-0.005859
Gio_52100mod3_300_2h_1_1-00436;2195.6613770000004;700.131836;64.672569;-0.005859
Gio_52100mod3_300_2h_1_1-00437;2201.160645;700.083008;64.815285;-0.005859
Gio_52100mod3_300_2h_1_1-00438;2206.161621;699.855835;64.871834;-0.005859
Gio_52100mod3_300_2h_1_1-00439;2211.162598;699.935059;65.003784;-0.005859
Gio_52100mod3_300_2h_1_1-00440;2216.161377;699.966614;65.111496;-0.005859
Gio_52100mod3_300_2h_1_1-00441;2221.6613770000004;700.0309139999999;65.2124745;-0.005859
Gio_52100mod3_300_2h_1_1-00442;2226.6621095;699.9647825;65.329605;-0.005859
Gio_52100mod3_300_2h_1_1-00443;2231.661133;700.0488585;65.4238585;-0.005859
Gio_52100mod3_300_2h_1_1-00444;2236.6621095;699.898224;65.50598500000001;-0.005859
Gio_52100mod3_300_2h_1_1-00445;2242.161621;699.994324;65.639282;-0.005859
Gio_52100mod3_300_2h_1_1-00446;2247.160645;699.99707;65.730835;-0.005859
Gio_52100mod3_300_2h_1_1-00447;2252.162109;700.116638;65.811615;-0.005859
Gio_52100mod3_300_2h_1_1-00448;2257.661255;699.9266355;65.9072115;-0.005859
Gio_52100mod3_300_2h_1_1-00449;2262.6613770000004;700.0080565;66.0243455;-0.005859
Gio_52100mod3_300_2h_1_1-00450;2267.661377;700.080841;66.13879;-0.005859
Gio_52100mod3_300_2h_1_1-00451;2273.162598;700.045837;66.210152;-0.005859
Gio_52100mod3_300_2h_1_1-00452;2278.161621;700.03894;66.334015;-0.005859
Gio_52100mod3_300_2h_1_1-00453;2283.160889;700.06073;66.371719;-0.005859
Gio_52100mod3_300_2h_1_1-00454;2288.6617435;699.977478;66.474041;-0.005859
Gio_52100mod3_300_2h_1_1-00455;2293.661499;700.0794065;66.546745;-0.005859
Gio_52100mod3_300_2h_1_1-00456;2298.661499;700.0512085;66.6127205;-0.005859
Gio_52100mod3_300_2h_1_1-00457;2304.161865;699.979858;66.737938;-0.005859
Gio_52100mod3_300_2h_1_1-00458;2309.160645;700.093811;66.816025;-0.005859
Gio_52100mod3_300_2h_1_1-00459;2314.161621;700.035583;66.867188;-0.005859
Gio_52100mod3_300_2h_1_1-00460;2319.161133;699.92334;66.961433;-0.005859
Gio_52100mod3_300_2h_1_1-00461;2324.6617435;699.981079;67.04491;-0.005859
Gio_52100mod3_300_2h_1_1-00462;2329.6617435;700.0348205;67.09607700000001;-0.005859
Gio_52100mod3_300_2h_1_1-00463;2334.661621;699.9679565;67.195709;-0.005859
Gio_52100mod3_300_2h_1_1-00464;2340.162354;700.00946;67.214554;-0.005859
Gio_52100mod3_300_2h_1_1-00465;2345.161377;699.939819;67.341118;-0.005859
Gio_52100mod3_300_2h_1_1-00466;2350.160645;700.011963;67.394974;-0.005859
Gio_52100mod3_300_2h_1_1-00467;2355.161865;699.905823;67.443443;-0.005859
Gio_52100mod3_300_2h_1_1-00468;2360.6622315;699.960266;67.5498085;-0.005859
Gio_52100mod3_300_2h_1_1-00469;2365.6613770000004;699.999054;67.5861625;-0.005859
Gio_52100mod3_300_2h_1_1-00470;2370.160889;699.937378;67.666946;-0.005859
Gio_52100mod3_300_2h_1_1-00471;2375.161621;700.166138;67.718109;-0.005859
Gio_52100mod3_300_2h_1_1-00472;2380.160889;700.123535;67.75042;-0.005859
Gio_52100mod3_300_2h_1_1-00473;2385.162354;700.107849;67.839279;-0.005859
Gio_52100mod3_300_2h_1_1-00474;2390.161133;699.975647;67.885063;-0.005859
Gio_52100mod3_300_2h_1_1-00475;2395.6617435;700.000763;67.945648;-0.005859
Gio_52100mod3_300_2h_1_1-00476;2400.6619874999997;699.9785764999999;67.992771;-0.005859
Gio_52100mod3_300_2h_1_1-00477;2405.6618655;700.025543;68.01835249999999;-0.005859
Gio_52100mod3_300_2h_1_1-00478;2410.161621;699.91626;68.092407;-0.005859
Gio_52100mod3_300_2h_1_1-00479;2415.160889;699.91626;68.057396;-0.005859
Gio_52100mod3_300_2h_1_1-00480;2420.162109;699.961548;68.157028;-0.005859
Gio_52100mod3_300_2h_1_1-00481;2425.161377;700.058289;68.218964;-0.005859
Gio_52100mod3_300_2h_1_1-00482;2430.6622315;700.00647;68.2526245;-0.005859
Gio_52100mod3_300_2h_1_1-00483;2435.6617435;700.025177;68.294365;-0.005859
Gio_52100mod3_300_2h_1_1-00484;2440.6617435;700.1099855;68.3266755;-0.005859
Gio_52100mod3_300_2h_1_1-00485;2446.161865;700.035706;68.391304;-0.005859
Gio_52100mod3_300_2h_1_1-00486;2451.162598;700.126282;68.455933;-0.005859
Gio_52100mod3_300_2h_1_1-00487;2456.162109;699.949402;68.453239;-0.005859
Gio_52100mod3_300_2h_1_1-00488;2461.161377;700.05127;68.520554;-0.005859
Gio_52100mod3_300_2h_1_1-00489;2466.6619874999997;699.967255;68.53536600000001;-0.005859
Gio_52100mod3_300_2h_1_1-00490;2471.161377;700.014221;68.598648;-0.005859
Gio_52100mod3_300_2h_1_1-00491;2475.661133;699.8701169999999;68.62422950000001;-0.005859
Gio_52100mod3_300_2h_1_1-00492;2481.161621;700.05127;68.674042;-0.005859
Gio_52100mod3_300_2h_1_1-00493;2486.162354;699.980652;68.709053;-0.005859
Gio_52100mod3_300_2h_1_1-00494;2491.161133;700.06958;68.725204;-0.005859
Gio_52100mod3_300_2h_1_1-00495;2496.161865;700.071289;68.765602;-0.005859
Gio_52100mod3_300_2h_1_1-00496;2501.661499;700.028992;68.7938765;-0.005859
Gio_52100mod3_300_2h_1_1-00497;2506.661499;699.987732;68.843693;-0.005859
Gio_52100mod3_300_2h_1_1-00498;2511.160889;700.057495;68.897545;-0.005859
Gio_52100mod3_300_2h_1_1-00499;2516.161865;699.943909;68.886772;-0.005859
Gio_52100mod3_300_2h_1_1-00500;2521.160889;699.871765;68.935242;-0.005859
Gio_52100mod3_300_2h_1_1-00501;2526.161865;699.973999;68.956787;-0.005859
Gio_52100mod3_300_2h_1_1-00502;2531.160889;700.013062;68.956787;-0.005859
Gio_52100mod3_300_2h_1_1-00503;2536.6618655;699.9930115;68.987751;-0.005859
Gio_52100mod3_300_2h_1_1-00504;2541.6618655;700.0391545;69.0577695;-0.005859
Gio_52100mod3_300_2h_1_1-00505;2546.661621;700.029419;69.053726;-0.005859
Gio_52100mod3_300_2h_1_1-00506;2552.161865;699.907654;69.102196;-0.005859
Gio_52100mod3_300_2h_1_1-00507;2557.160889;699.992004;69.051033;-0.005859
Gio_52100mod3_300_2h_1_1-00508;2562.161865;700.00592;69.107582;-0.005859
Gio_52100mod3_300_2h_1_1-00509;2567.6617435;699.9701845;69.1533585;-0.005859
Gio_52100mod3_300_2h_1_1-00510;2572.661499;699.9392395;69.2018315;-0.005859
Gio_52100mod3_300_2h_1_1-00511;2577.661499;700.0534365000001;69.2112545;-0.005859
Gio_52100mod3_300_2h_1_1-00512;2582.661621;699.885437;69.2260665;-0.005859
Gio_52100mod3_300_2h_1_1-00513;2588.162109;700.054688;69.226067;-0.005859
Gio_52100mod3_300_2h_1_1-00514;2593.161133;700.002563;69.239532;-0.005859
Gio_52100mod3_300_2h_1_1-00515;2598.162598;700.062622;69.26915;-0.005859
Gio_52100mod3_300_2h_1_1-00516;2603.661133;700.0385435000001;69.2758825;-0.005859
Gio_52100mod3_300_2h_1_1-00517;2608.661133;699.9522704999999;69.298771;-0.005859
Gio_52100mod3_300_2h_1_1-00518;2613.6621095;700.1014405;69.30146450000001;-0.005859
Gio_52100mod3_300_2h_1_1-00519;2619.162598;700.00531;69.352623;-0.005859
Gio_52100mod3_300_2h_1_1-00520;2624.161133;700.027954;69.347244;-0.005859
Gio_52100mod3_300_2h_1_1-00521;2629.162354;699.964294;69.363396;-0.005859
Gio_52100mod3_300_2h_1_1-00522;2634.161377;700.005249;69.382248;-0.005859
Gio_52100mod3_300_2h_1_1-00523;2639.6621095;699.9667965;69.39167;-0.005859
Gio_52100mod3_300_2h_1_1-00524;2644.6618655;699.9277345;69.382248;-0.005859
Gio_52100mod3_300_2h_1_1-00525;2649.6617435;699.956482;69.409176;-0.005859
Gio_52100mod3_300_2h_1_1-00526;2655.162354;699.998962;69.406479;-0.005859
Gio_52100mod3_300_2h_1_1-00527;2660.161133;700.054749;69.487267;-0.005859
Gio_52100mod3_300_2h_1_1-00528;2665.162598;699.934631;69.484573;-0.005859
Gio_52100mod3_300_2h_1_1-00529;2670.161621;700.014648;69.473801;-0.005859
Gio_52100mod3_300_2h_1_1-00530;2675.661011;699.973938;69.47514699999999;-0.005859
Gio_52100mod3_300_2h_1_1-00531;2680.6619874999997;699.9459535;69.510155;-0.005859
Gio_52100mod3_300_2h_1_1-00532;2685.6618655;700.011688;69.5438155;-0.005859
Gio_52100mod3_300_2h_1_1-00533;2691.162354;700.073914;69.52227;-0.005859
Gio_52100mod3_300_2h_1_1-00534;2696.160889;700.018433;69.541122;-0.005859
Gio_52100mod3_300_2h_1_1-00535;2701.162109;699.990417;69.53035;-0.005859
Gio_52100mod3_300_2h_1_1-00536;2706.6613770000004;699.9677735;69.57074;-0.005859
Gio_52100mod3_300_2h_1_1-00537;2711.6613770000004;699.980896;69.60036099999999;-0.005859
Gio_52100mod3_300_2h_1_1-00538;2716.661499;699.998291;69.5815125;-0.005859
Gio_52100mod3_300_2h_1_1-00539;2721.6621095;699.977753;69.593628;-0.005859
Gio_52100mod3_300_2h_1_1-00540;2727.161865;699.909302;69.616516;-0.005859
Gio_52100mod3_300_2h_1_1-00541;2732.160645;700.036499;69.613823;-0.005859
Gio_52100mod3_300_2h_1_1-00542;2737.161621;700.028687;69.675758;-0.005859
Gio_52100mod3_300_2h_1_1-00543;2741.661133;700.0304565;69.624596;-0.005859
Gio_52100mod3_300_2h_1_1-00544;2746.661255;700.0171204999999;69.650177;-0.005859
Gio_52100mod3_300_2h_1_1-00545;2751.661133;700.0116575;69.656914;-0.005859
Gio_52100mod3_300_2h_1_1-00546;2756.6619874999997;699.9664310000001;69.67441199999999;-0.005859
Gio_52100mod3_300_2h_1_1-00547;2762.161621;699.998962;69.638062;-0.005859
Gio_52100mod3_300_2h_1_1-00548;2767.162598;700.155884;69.659607;-0.005859
Gio_52100mod3_300_2h_1_1-00549;2772.161621;700.041809;69.6623;-0.005859
Gio_52100mod3_300_2h_1_1-00550;2777.6621095;699.9302064999999;69.69595699999999;-0.005859
Gio_52100mod3_300_2h_1_1-00551;2782.6621095;700.0120845;69.671719;-0.005859
Gio_52100mod3_300_2h_1_1-00552;2787.6619875;699.949066;69.720192;-0.005859
Gio_52100mod3_300_2h_1_1-00553;2792.6621095;700.047058;69.70673;-0.005859
Gio_52100mod3_300_2h_1_1-00554;2798.161377;699.994629;69.705383;-0.005859
Gio_52100mod3_300_2h_1_1-00555;2803.162598;700.132202;69.70269;-0.005859
Gio_52100mod3_300_2h_1_1-00556;2808.161377;699.94873;69.729614;-0.005859
Gio_52100mod3_300_2h_1_1-00557;2813.162598;700.046997;69.716148;-0.005859
Gio_52100mod3_300_2h_1_1-00558;2817.661133;700.006439;69.7592395;-0.005859
Gio_52100mod3_300_2h_1_1-00559;2822.661255;700.015686;69.76866150000001;-0.005859
Gio_52100mod3_300_2h_1_1-00560;2827.6619874999997;699.93811;69.749813;-0.005859
Gio_52100mod3_300_2h_1_1-00561;2833.162598;699.976501;69.729614;-0.005859
Gio_52100mod3_300_2h_1_1-00562;2838.161377;699.938965;69.75116;-0.005859
Gio_52100mod3_300_2h_1_1-00563;2843.162598;700.023682;69.759239;-0.005859
Gio_52100mod3_300_2h_1_1-00564;2848.6619874999997;700.049927;69.73903999999999;-0.005859
Gio_52100mod3_300_2h_1_1-00565;2853.6613770000004;699.986847;69.75250650000001;-0.005859
Gio_52100mod3_300_2h_1_1-00566;2858.661255;699.9456485000001;69.76058549999999;-0.005859
Gio_52100mod3_300_2h_1_1-00567;2864.161621;699.940918;69.75116;-0.005859
Gio_52100mod3_300_2h_1_1-00568;2869.160645;700.018127;69.748466;-0.005859
Gio_52100mod3_300_2h_1_1-00569;2874.161621;700.117676;69.775391;-0.005859
Gio_52100mod3_300_2h_1_1-00570;2879.661133;699.9585265000001;69.780777;-0.005859
Gio_52100mod3_300_2h_1_1-00571;2884.661499;700.0396424999999;69.771355;-0.005859
Gio_52100mod3_300_2h_1_1-00572;2889.661621;700.0030515;69.7578925;-0.005859
Gio_52100mod3_300_2h_1_1-00573;2894.661621;699.9523315;69.77270150000001;-0.005859
Gio_52100mod3_300_2h_1_1-00574;2900.162354;700.056335;69.767319;-0.005859
Gio_52100mod3_300_2h_1_1-00575;2905.161377;700.027954;69.780777;-0.005859
Gio_52100mod3_300_2h_1_1-00576;2910.162598;699.982605;69.79155;-0.005859
Gio_52100mod3_300_2h_1_1-00577;2915.661133;699.9938965;69.782124;-0.005859
Gio_52100mod3_300_2h_1_1-00578;2920.661255;699.9590145;69.7700085;-0.005859
Gio_52100mod3_300_2h_1_1-00579;2925.6613770000004;699.9269105000001;69.7848165;-0.005859
Gio_52100mod3_300_2h_1_1-00580;2930.6613770000004;700.107483;69.783474;-0.005859
Gio_52100mod3_300_2h_1_1-00581;2936.160889;700.034729;69.805016;-0.005859
Gio_52100mod3_300_2h_1_1-00582;2941.162109;700.089478;69.802322;-0.005859
Gio_52100mod3_300_2h_1_1-00583;2946.161377;699.971375;69.786163;-0.005859
Gio_52100mod3_300_2h_1_1-00584;2951.162598;699.986877;69.786163;-0.005859
Gio_52100mod3_300_2h_1_1-00585;2956.6618655;700.0311274999999;69.783474;-0.005859
Gio_52100mod3_300_2h_1_1-00586;2961.6617435;700.0230105;69.8023225;-0.005859
